12,130001,2.3776,3
13,140001,4.503,3
14,150001,1.7795,3
15,160001,2.5816,3
16,170001,5.4049,3
17,180001,5.8304,3
18,190001,3.2786,3
19,200001,4.171,3
20,210001,4.1174,3
21,220001,3.028,3
22,230001,5.0781,3
23,240001,4.6018,3
24,250001,2.6505,3
25,260001,3.1636,3
26,270001,2.4392,3
27,280001,2.4945,3
28,290001,4.1895,3
29,300001,4.0356,3
30,310001,3.7272,3
31,320001,4.4995,3
32,330001,2.6514,3
33,340001,1.3448,3
34,350001,3.0985,3
35,360001,1.3202,3
36,370001,3.1269,3
37,380001,3.6276,3
38,390001,2.2208,3
39,400001,3.2282,3
40,410001,4.7475,3
41,420001,5.1770000000000005,3
42,430001,3.4041,3
43,440001,3.1214,3
44,450001,3.773,3
45,460001,4.1195,3
46,470001,4.6876,3
47,480001,3.5981,3
48,490001,2.9266,3
49,500001,2.818,3
50,510001,5.4679,3
51,520001,5.2003,3
52,530001,3.6112,3
53,540001,4.6924,3
54,550001,6.1178,3
55,560001,7.2213,3
56,570001,4.3881,3
57,580001,4.7489,3
58,590001,4.4426,3
59,600001,4.7822,3
60,610001,6.141,3
61,620001,3.4539999999999997,3
0,10001,0.0,4
1,20001,2.3979,4
2,30001,2.6252,4
3,40001,1.6762,4
4,50001,6.2029,4
5,60001,5.4308,4
6,70001,5.1731,4
7,80001,3.6054,4
8,90001,2.673,4
9,100001,2.0302,4
10,110001,2.6657,4
11,120001,4.7886,4
12,130001,3.6847,4
13,140001,3.3437,4
14,150001,3.4135,4
15,160001,3.1802,4
16,170001,1.8294,4
17,180001,2.2508,4
18,190001,0.9890000000000001,4
19,200001,3.1387,4
20,210001,2.3296,4
21,220001,3.305,4
22,230001,3.1526,4
23,240001,3.6451,4
24,250001,4.0305,4
25,260001,3.5991,4
26,270001,2.5653,4
27,280001,3.4518,4
28,290001,2.6483,4
29,300001,1.5646,4
30,310001,2.7275,4
31,320001,2.3771,4
32,330001,4.42,4
33,340001,2.5584,4
34,350001,3.8436,4
35,360001,4.9723,4
36,370001,5.2141,4
37,380001,3.7993,4
38,390001,4.9808,4
39,400001,3.6264,4
40,410001,1.7789,4
41,420001,3.014,4
42,430001,5.9944,4
43,440001,5.5477,4
44,450001,5.8661,4
45,460001,4.2765,4
46,470001,3.8277,4
47,480001,2.0527,4
48,490001,2.1464,4
49,500001,2.833,4
50,510001,1.9055,4
51,520001,2.9976,4
52,530001,4.4096,4
53,540001,6.0039,4
54,550001,3.6657,4
55,560001,2.1903,4
56,570001,4.0978,4
57,580001,1.9132,4
58,590001,4.3469,4
59,600001,4.1594,4
60,610001,2.9411,4
61,620001,3.799,4
62,630001,3.7237,4
63,640001,6.1397,4
64,650001,6.4552,4
65,660001,4.9131,4
66,670001,6.8425,4
0,10001,0.0,5
1,20001,1.3383,5
2,30001,1.9081,5
3,40001,3.9097,5
4,50001,6.0281,5
5,60001,4.4549,5
6,70001,2.6839999999999997,5
7,80001,2.2186,5
8,90001,2.1035,5
9,100001,4.9851,5
10,110001,2.9448,5
11,120001,2.9967,5
12,130001,1.703,5
13,140001,1.8164,5
14,150001,1.4559,5
15,160001,2.3103,5
16,170001,2.2123,5
17,180001,1.9475,5
18,190001,2.2081,5
19,200001,1.1082,5
20,210001,0.636,5
21,220001,2.7597,5
22,230001,3.8124,5
23,240001,3.5195,5
24,250001,2.2777,5
25,260001,3.6825,5
26,270001,3.8571,5
27,280001,2.8604,5
28,290001,1.2956,5
29,300001,1.0122,5
30,310001,3.233,5
31,320001,3.9977,5
32,330001,4.4421,5
33,340001,5.3389,5
34,350001,4.4694,5
35,360001,3.5028,5
36,370001,5.4981,5
37,380001,3.6568,5
38,390001,4.2171,5
39,400001,3.2251,5
40,410001,5.0029,5
41,420001,4.9299,5
42,430001,2.846,5
43,440001,1.8327,5
44,450001,2.0687,5
45,460001,2.1775,5
46,470001,2.3401,5
47,480001,2.7198,5
48,490001,1.7122,5
49,500001,1.9984,5
50,510001,1.6501,5
51,520001,5.2678,5
52,530001,6.6727,5
53,540001,5.6286,5
54,550001,4.4086,5
55,560001,3.4699,5
56,570001,2.8471,5
0,10001,0.0,6
1,20001,0.0,6
2,30001,0.0,6
3,40001,0.0,6
4,50001,0.0,6
5,60001,0.0,6
6,70001,1.9282,6
7,80001,2.4904,6
8,90001,2.9518,6
9,100001,2.7407,6
10,110001,2.0003,6
11,120001,2.9412,6
12,130001,3.0253,6
13,140001,3.4769,6
14,150001,1.5079,6
15,160001,1.0367,6
16,170001,3.1089,6
17,180001,2.6828,6
18,190001,3.0048,6
19,200001,2.8895,6
20,210001,2.0361,6
21,220001,1.8465,6
22,230001,3.1853,6
23,240001,4.6218,6
24,250001,2.6744,6
25,260001,1.0236,6
26,270001,2.7381,6
27,280001,4.872,6
28,290001,4.2798,6
29,300001,2.6878,6
30,310001,4.2179,6
31,320001,5.2711,6
32,330001,4.8302,6
33,340001,2.6974,6
34,350001,4.9635,6
35,360001,1.047,6
36,370001,0.8275,6
37,380001,2.3826,6
38,390001,3.4922,6
39,400001,4.8299,6
40,410001,4.5919,6
41,420001,2.8877,6
42,430001,3.0774,6
43,440001,4.9944,6
44,450001,6.7147,6
45,460001,3.4653,6
46,470001,4.8591,6
47,480001,3.9942,6
48,490001,3.0658,6
49,500001,1.6777,6
50,510001,2.3282,6
51,520001,2.2707,6
52,530001,0.5902,6
53,540001,4.3801,6
54,550001,3.1713,6
55,560001,2.7559,6
56,570001,2.5860000000000003,6
57,580001,4.7587,6
58,590001,5.1548,6
59,600001,2.3201,6
60,610001,1.7524,6
61,620001,4.3919999999999995,6
0,10001,0.0,7
1,20001,4.9404,7
2,30001,5.8475,7
3,40001,4.1331,7
4,50001,4.4228,7
5,60001,3.935,7
6,70001,3.7432,7
7,80001,2.9505,7
8,90001,4.1448,7
9,100001,4.0677,7
10,110001,2.4467,7
11,120001,3.719,7
12,130001,4.2982,7
13,140001,4.6713,7
14,150001,3.9856,7
15,160001,2.5429,7
16,170001,3.7938,7
17,180001,5.5992,7
18,190001,2.7193,7
19,200001,3.0889,7
20,210001,4.1332,7
21,220001,1.6756,7
22,230001,1.7797,7
23,240001,0.4627,7
24,250001,0.0,7
25,260001,0.0,7
26,270001,0.0,7
27,280001,0.0,7
28,290001,1.2159,7
29,300001,3.6059,7
30,310001,4.5732,7
31,320001,3.2215,7
32,330001,2.7619,7
33,340001,1.8634,7
34,350001,3.181,7
35,360001,3.1273,7
36,370001,3.3209,7
37,380001,5.8186,7
38,390001,3.9514,7
39,400001,3.9042,7
40,410001,4.9085,7
41,420001,3.0737,7
42,430001,3.9144,7
43,440001,1.1484,7
44,450001,3.9696,7
45,460001,4.0507,7
46,470001,2.0609,7
47,480001,1.8175,7
48,490001,3.3139999999999996,7
49,500001,3.0391,7
50,510001,2.2428,7
51,520001,3.9028,7
52,530001,3.4491,7
53,540001,4.2079,7
0,10001,0.0,8
1,20001,3.8498,8
2,30001,3.5093,8
3,40001,5.167999999999999,8
4,50001,4.6057,8
5,60001,3.6972,8
6,70001,3.4023,8
7,80001,4.7747,8
8,90001,4.5645,8
9,100001,5.1199,8
10,110001,3.1406,8
11,120001,5.3434,8
12,130001,2.5777,8
13,140001,2.9884,8
14,150001,2.489,8
15,160001,2.6168,8
16,170001,2.8077,8
17,180001,3.6508,8
18,190001,3.2501,8
19,200001,3.9496,8
20,210001,3.9995,8
21,220001,4.0183,8
22,230001,3.638,8
23,240001,1.6663,8
24,250001,5.716,8
25,260001,4.0748,8
26,270001,0.9484,8
27,280001,3.8879,8
28,290001,4.9732,8
29,300001,3.0558,8
30,310001,3.9053,8
31,320001,2.8591,8
32,330001,2.8786,8
33,340001,3.7129,8
34,350001,5.0153,8
35,360001,4.1937,8
36,370001,6.2791,8
37,380001,5.5738,8
38,390001,3.9531,8
39,400001,2.1455,8
40,410001,2.0513,8
41,420001,3.1959,8
42,430001,5.431,8
43,440001,5.4912,8
44,450001,4.4766,8
45,460001,3.5021,8
46,470001,3.4572,8
47,480001,4.5081,8
48,490001,1.8467,8
49,500001,1.9676,8
50,510001,1.9458,8
51,520001,1.0431,8
52,530001,3.3024,8
53,540001,3.0125,8
54,550001,4.3541,8
55,560001,4.1384,8
56,570001,4.2621,8
57,580001,1.7632,8
58,590001,1.8937,8
59,600001,2.0812,8
60,610001,1.4162,8
61,620001,0.9799,8
62,630001,2.3694,8
63,640001,3.1476,8
64,650001,3.4379,8
0,10001,0.0,9
1,20001,3.9815,9
2,30001,1.3121,9
3,40001,1.8533,9
4,50001,3.4022,9
5,60001,3.2967,9
6,70001,2.1922,9
7,80001,4.1435,9
8,90001,5.544,9
9,100001,3.7813,9
10,110001,2.1607,9
11,120001,3.4199,9
12,130001,3.6387,9
13,140001,1.6199,9
14,150001,1.2675,9
15,160001,1.9856,9
16,170001,2.3807,9
17,180001,2.5621,9
18,190001,3.2944,9
19,200001,5.614,9
20,210001,5.1352,9
21,220001,5.3083,9
22,230001,4.422,9
23,240001,2.9118,9
24,250001,2.3219,9
25,260001,2.523,9
26,270001,3.9479,9
27,280001,4.2376,9
28,290001,7.0238,9
29,300001,7.7010000000000005,9
30,310001,4.5074,9
31,320001,1.1244,9
32,330001,4.3299,9
33,340001,6.1719,9
34,350001,3.3362,9
35,360001,4.2715,9
36,370001,5.5267,9
37,380001,5.9427,9
38,390001,3.0613,9
39,400001,2.3991,9
40,410001,5.5741,9
41,420001,3.1001,9
42,430001,1.2761,9
43,440001,2.8359,9
44,450001,4.3369,9
45,460001,2.4827,9
46,470001,3.4166,9
47,480001,5.2719,9
48,490001,1.3635,9
49,500001,1.2688,9
50,510001,2.9727,9
51,520001,4.8145,9
52,530001,4.5889999999999995,9
53,540001,4.7764,9
0,10001,0.0,10
1,20001,0.0,10
2,30001,0.0,10
3,40001,0.0,10
4,50001,0.0,10
5,60001,0.0,10
6,70001,5.0688,10
7,80001,3.3788,10
8,90001,2.9362,10
9,100001,0.7001,10
10,110001,0.743,10
11,120001,1.0586,10
12,130001,2.4574,10
13,140001,4.1477,10
14,150001,3.5242,10
15,160001,5.7299,10
16,170001,5.8467,10
17,180001,6.1703,10
18,190001,1.9057,10
19,200001,1.4655,10
20,210001,2.2744,10
21,220001,2.5701,10
22,230001,3.7521,10
23,240001,3.1683,10
24,250001,2.9305,10
25,260001,4.6080000000000005,10
26,270001,7.114,10
27,280001,4.3187,10
28,290001,5.5522,10
29,300001,4.0609,10
30,310001,3.2195,10
31,320001,4.8798,10
32,330001,3.4531,10
33,340001,2.36,10
34,350001,2.0455,10
35,360001,2.1282,10
36,370001,3.225,10
37,380001,5.8287,10
38,390001,5.0279,10
39,400001,6.5284,10
40,410001,1.4228,10
41,420001,3.0579,10
42,430001,4.8669,10
43,440001,7.1982,10
44,450001,5.0819,10
45,460001,2.6546,10
46,470001,1.7001,10
47,480001,3.3759,10
48,490001,7.61,10
49,500001,5.385,10
50,510001,3.6895,10
51,520001,3.3883,10
52,530001,2.884,10
53,540001,1.4253,10
54,550001,2.6325,10
55,560001,4.9913,10
56,570001,3.4021,10
57,580001,5.2414,10
58,590001,5.2642,10
59,600001,2.7655,10
60,610001,1.903,10
61,620001,5.0036,10
62,630001,3.3176,10
63,640001,4.8578,10
0,10001,0.0,11
1,20001,0.0,11
2,30001,0.0,11
3,40001,0.0,11
4,50001,0.0,11
5,60001,0.0,11
6,70001,2.2645,11
7,80001,3.0448,11
8,90001,2.2369,11
9,100001,3.1339,11
10,110001,3.4037,11
11,120001,1.0617,11
12,130001,4.1407,11
13,140001,5.3864,11
14,150001,5.6739,11
15,160001,4.8709,11
16,170001,4.6201,11
17,180001,3.5306,11
18,190001,3.634,11
19,200001,4.3161,11
20,210001,3.4971,11
21,220001,4.1585,11
22,230001,4.3157,11
23,240001,2.8076,11
24,250001,2.8930000000000002,11
25,260001,4.5926,11
26,270001,3.6963,11
27,280001,1.6602,11
28,290001,1.2721,11
29,300001,2.9055,11
30,310001,4.559,11
31,320001,4.9904,11
32,330001,5.5612,11
33,340001,5.4931,11
34,350001,6.5067,11
35,360001,4.441,11
36,370001,2.3352,11
37,380001,4.8658,11
38,390001,3.5689,11
39,400001,5.4103,11
40,410001,2.6761,11
41,420001,5.4281,11
42,430001,6.4806,11
43,440001,4.8131,11
44,450001,3.8585,11
45,460001,5.0841,11
46,470001,5.0905,11
47,480001,4.3076,11
48,490001,2.7245,11
49,500001,4.8687,11
50,510001,5.0432,11
51,520001,2.6678,11
52,530001,2.8596,11
53,540001,4.3541,11
54,550001,8.519,11
55,560001,6.8565,11
56,570001,2.2534,11
0,10001,0.0,12
1,20001,0.0,12
2,30001,0.0,12
3,40001,0.0,12
4,50001,0.0,12
5,60001,0.0,12
6,70001,3.3943,12
7,80001,2.572,12
8,90001,3.9207,12
9,100001,2.3987,12
10,110001,0.0,12
11,120001,0.0,12
12,130001,0.0,12
13,140001,0.0,12
14,150001,0.8445,12
15,160001,2.6597,12
16,170001,4.1969,12
17,180001,3.4647,12
18,190001,3.0777,12
19,200001,1.715,12
20,210001,3.5487,12
21,220001,2.9679,12
22,230001,5.705,12
23,240001,5.6717,12
24,250001,5.572,12
25,260001,4.0848,12
26,270001,4.3313,12
27,280001,4.7543,12
28,290001,4.2717,12
29,300001,4.9153,12
30,310001,4.7123,12
31,320001,2.7858,12
32,330001,3.6896,12
33,340001,2.0383,12
34,350001,3.1002,12
35,360001,4.5759,12
36,370001,2.6754,12
37,380001,3.5679,12
38,390001,2.4544,12
39,400001,1.9106,12
40,410001,2.5242,12
41,420001,4.6484,12
42,430001,4.0059,12
43,440001,5.0516,12
44,450001,4.3447,12
45,460001,6.4095,12
46,470001,6.3861,12
47,480001,2.8384,12
48,490001,3.3093,12
49,500001,4.1203,12
50,510001,2.1109999999999998,12
51,520001,5.7998,12
52,530001,6.4341,12
53,540001,4.5557,12
54,550001,5.1211,12
0,10001,0.0,13
1,20001,0.0,13
2,30001,0.0,13
3,40001,0.0,13
4,50001,0.0,13
5,60001,0.0,13
6,70001,0.0,13
7,80001,0.0,13
8,90001,0.0,13
9,100001,0.0,13
10,110001,0.0,13
11,120001,0.0,13
12,130001,0.0,13
13,140001,0.0,13
14,150001,0.0,13
15,160001,0.0,13
16,170001,0.0,13
17,180001,0.0,13
18,190001,0.0,13
19,200001,0.0,13
20,210001,0.0,13
21,220001,0.0,13
22,230001,0.0,13
23,240001,0.0,13
24,250001,0.0,13
25,260001,0.0,13
26,270001,0.0,13
27,280001,0.0,13
28,290001,0.0,13
29,300001,0.0,13
30,310001,0.0,13
31,320001,0.0,13
32,330001,0.0,13
33,340001,0.0,13
34,350001,0.0,13
35,360001,0.0,13
36,370001,0.0,13
37,380001,0.0,13
38,390001,0.0,13
39,400001,0.0,13
40,410001,0.0,13
41,420001,0.0,13
42,430001,0.0,13
43,440001,0.0,13
44,450001,0.0,13
45,460001,0.0,13
46,470001,0.0,13
47,480001,0.0,13
48,490001,0.0,13
49,500001,0.0,13
50,510001,0.0,13
0,10001,0.0,14
1,20001,0.0,14
2,30001,0.0,14
3,40001,0.0,14
4,50001,0.0,14
5,60001,0.0,14
6,70001,0.0,14
7,80001,0.0,14
8,90001,0.0,14
9,100001,0.0,14
10,110001,0.0,14
11,120001,0.0,14
12,130001,0.0,14
13,140001,0.0,14
14,150001,0.0,14
15,160001,0.0,14
16,170001,0.0,14
17,180001,0.0,14
18,190001,0.0,14
19,200001,0.0,14
20,210001,0.0,14
21,220001,0.0,14
22,230001,0.0,14
23,240001,0.0,14
24,250001,0.0,14
25,260001,0.0,14
26,270001,0.0,14
27,280001,0.0,14
28,290001,0.0,14
29,300001,0.0,14
30,310001,0.0,14
31,320001,0.0,14
32,330001,0.0,14
33,340001,0.0,14
34,350001,0.0,14
35,360001,0.0,14
36,370001,0.0,14
37,380001,0.0,14
38,390001,0.0,14
39,400001,0.0,14
40,410001,0.0,14
41,420001,0.0,14
42,430001,0.0,14
43,440001,0.0,14
44,450001,0.0,14
45,460001,0.0,14
46,470001,0.0,14
47,480001,0.0,14
48,490001,0.0,14
49,500001,0.0,14
50,510001,0.0,14
51,520001,0.0,14
52,530001,0.0,14
53,540001,0.0,14
54,550001,0.0,14
55,560001,0.0,14
56,570001,0.0,14
57,580001,0.0,14
0,10001,0.0,15
1,20001,0.0,15
2,30001,0.0,15
3,40001,0.0,15
4,50001,0.0,15
5,60001,0.0,15
6,70001,0.0,15
7,80001,0.0,15
8,90001,0.0,15
9,100001,0.0,15
10,110001,0.0,15
11,120001,0.0,15
12,130001,0.0,15
13,140001,0.0,15
14,150001,0.0,15
15,160001,0.0,15
16,170001,0.0,15
17,180001,0.0,15
18,190001,0.0,15
19,200001,0.0,15
20,210001,0.0,15
21,220001,0.0,15
22,230001,0.0,15
23,240001,0.0,15
24,250001,0.0,15
25,260001,0.0,15
26,270001,0.0,15
27,280001,0.0,15
28,290001,0.0,15
29,300001,0.0,15
30,310001,0.0,15
31,320001,0.0,15
32,330001,0.0,15
33,340001,0.0,15
34,350001,0.0,15
35,360001,0.0,15
36,370001,0.0,15
37,380001,0.0,15
38,390001,0.0,15
39,400001,0.0,15
40,410001,0.0,15
41,420001,0.0,15
42,430001,0.0,15
43,440001,0.0,15
44,450001,0.0,15
45,460001,0.0,15
46,470001,0.0,15
47,480001,0.0,15
48,490001,0.0,15
49,500001,0.0,15
50,510001,0.0,15
51,520001,0.0,15
52,530001,0.0,15
53,540001,0.0,15
54,550001,0.0,15
55,560001,0.0,15
56,570001,0.0,15
57,580001,0.0,15
58,590001,0.0,15
59,600001,0.0,15
60,610001,0.0,15
61,620001,0.0,15
62,630001,0.0,15
63,640001,0.0,15
64,650001,0.0,15
65,660001,0.0,15
66,670001,0.0,15
67,680001,0.0,15
68,690001,0.0,15
69,700001,0.0,15
70,710001,0.0,15
71,720001,0.0,15
0,10001,0.0,16
1,20001,0.0,16
2,30001,0.0,16
3,40001,0.0,16
4,50001,0.0,16
5,60001,0.0,16
6,70001,5.6832,16
7,80001,3.6148,16
8,90001,3.7614,16
9,100001,4.1945,16
10,110001,4.8722,16
11,120001,2.7345,16
12,130001,4.2568,16
13,140001,3.8153,16
14,150001,2.7874,16
15,160001,2.2114,16
16,170001,2.7623,16
17,180001,2.985,16
18,190001,2.8225,16
19,200001,2.5462,16
20,210001,3.5542,16
21,220001,2.926,16
22,230001,4.9375,16
23,240001,7.6497,16
24,250001,4.5223,16
25,260001,1.8198,16
26,270001,2.6189999999999998,16
27,280001,3.3952,16
28,290001,3.7383,16
29,300001,3.2923,16
30,310001,4.8585,16
31,320001,4.7476,16
32,330001,5.4270000000000005,16
33,340001,4.878,16
34,350001,1.9115,16
35,360001,0.6622,16
36,370001,3.9532,16
37,380001,2.2982,16
38,390001,4.3359,16
39,400001,3.7226,16
40,410001,3.9009,16
41,420001,3.3495,16
42,430001,1.8823,16
43,440001,3.4231,16
44,450001,5.9746,16
45,460001,8.5251,16
46,470001,5.7754,16
47,480001,2.4557,16
48,490001,2.6192,16
49,500001,3.1510000000000002,16
50,510001,4.6041,16
51,520001,4.1947,16
52,530001,4.3628,16
53,540001,3.7079,16
54,550001,3.8383,16
0,10001,1.22,17
1,20001,5.2393,17
2,30001,6.1525,17
3,40001,1.845,17
4,50001,2.7773,17
5,60001,1.7485,17
6,70001,2.9234,17
7,80001,1.5857,17
8,90001,0.9506,17
9,100001,0.7376,17
10,110001,1.5503,17
11,120001,2.6017,17
12,130001,0.8640000000000001,17
13,140001,0.8665,17
14,150001,1.2821,17
15,160001,1.2012,17
16,170001,0.1733,17
17,180001,1.0395,17
18,190001,1.9147,17
19,200001,2.8763,17
20,210001,1.3314,17
21,220001,2.2133,17
22,230001,4.5680000000000005,17
23,240001,2.1362,17
24,250001,1.0632,17
25,260001,2.2043,17
26,270001,1.9565,17
27,280001,2.0036,17
28,290001,1.1845,17
29,300001,1.4027,17
30,310001,0.0,17
31,320001,0.0,17
32,330001,0.0,17
33,340001,0.0,17
34,350001,0.0,17
35,360001,0.0,17
36,370001,0.0,17
37,380001,0.0,17
38,390001,0.0,17
39,400001,0.638,17
40,410001,1.7581,17
41,420001,1.6264,17
42,430001,0.4897,17
43,440001,0.3348,17
44,450001,2.1337,17
45,460001,0.9490000000000001,17
46,470001,0.5725,17
47,480001,1.922,17
48,490001,3.217,17
49,500001,1.9805,17
50,510001,2.1381,17
51,520001,1.8262,17
52,530001,0.7606,17
53,540001,0.0791,17
54,550001,1.3833,17
55,560001,1.6744,17
56,570001,2.1016,17
57,580001,2.8134,17
58,590001,1.5178,17
59,600001,1.3247,17
60,610001,0.9283,17
61,620001,1.2236,17
62,630001,2.273,17
63,640001,2.5951,17
64,650001,1.7143,17
0,10001,0.0,18
1,20001,7.8999,18
2,30001,4.215,18
3,40001,2.9484,18
4,50001,2.1665,18
5,60001,6.0407,18
6,70001,8.0734,18
7,80001,7.2284,18
8,90001,6.2431,18
9,100001,5.9318,18
10,110001,6.8211,18
11,120001,6.5994,18
12,130001,5.6386,18
13,140001,5.0599,18
14,150001,6.6228,18
15,160001,5.122000000000001,18
16,170001,5.0625,18
17,180001,4.4651,18
18,190001,1.3638,18
19,200001,0.7913,18
20,210001,1.7033,18
21,220001,3.5033,18
22,230001,3.1196,18
23,240001,5.1476,18
24,250001,5.6306,18
25,260001,6.1741,18
26,270001,5.295,18
27,280001,4.8143,18
28,290001,6.1804,18
29,300001,4.409,18
30,310001,2.2729,18
31,320001,2.748,18
32,330001,1.9683,18
33,340001,1.5171,18
34,350001,2.3157,18
35,360001,4.9226,18
36,370001,3.2656,18
37,380001,1.2363,18
38,390001,4.0748,18
39,400001,5.0531,18
40,410001,5.3961,18
41,420001,5.8091,18
42,430001,2.4971,18
43,440001,3.6099,18
44,450001,2.1718,18
45,460001,5.7495,18
46,470001,6.8462,18
47,480001,2.7414,18
48,490001,4.2571,18
49,500001,3.9748,18
50,510001,6.3125,18
51,520001,4.1695,18
52,530001,3.7199,18
53,540001,4.0575,18
54,550001,1.3393,18
55,560001,5.4508,18
0,10001,0.0,19
1,20001,0.0,19
2,30001,0.0,19
3,40001,0.0,19
4,50001,0.0,19
5,60001,0.0,19
6,70001,4.1829,19
7,80001,5.1077,19
8,90001,3.5346,19
9,100001,1.8957,19
10,110001,2.0443,19
11,120001,1.6914,19
12,130001,4.9769,19
13,140001,4.5173,19
14,150001,2.8485,19
15,160001,3.2407,19
16,170001,4.5466,19
17,180001,5.499,19
18,190001,3.8076,19
19,200001,5.5349,19
20,210001,4.5798,19
21,220001,4.9091,19
